gender,,Time_spend,feel,,felt_left,avoid,affect,amount,pressure,experience,worry,MentalStressLevel,distracted,others,share,Anxious,Follow,interact,impact
Other,,3-4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Never,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Never
Female,,3-4 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,3-4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Happy and relaxed,,Never,Sometimes,,,,,,,,,,,,,Often
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Depressed or sad,,Often,Sometimes,,,,,,,,,,,,,Rarely
Other,,1-2 hours a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Often
Female,,3-4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Neutral,,Never,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Neutral,,Often,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Female,,Less than 1 hour a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Often
Male,,More than 4 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Often,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Neutral,,Never,Sometimes,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Depressed or sad,,Never,Often,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Never
Male,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Never
Female,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Happy and relaxed,,Often,Never,,,,,,,,,,,,,Rarely
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Always
Other,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Rarely
Other,,3-4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Rarely
Other,,Less than 1 hour a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Male,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Other,,More than 4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Rarely
Other,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Rarely
Male,,Less than 1 hour a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Never
Male,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Female,,1-2 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Other,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Never
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Always
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Neutral,,Never,Often,,,,,,,,,,,,,Often
Male,,Less than 1 hour a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Often
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Always
Other,,1-2 hours a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Always
Male,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Often
Male,,1-2 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,,,,,,,,,,,,,Rarely
Female,,More than 4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Always
Other,,3-4 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Happy and relaxed,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Never,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Never,Often,,,,,,,,,,,,,Never
Male,,More than 4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Often
Other,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Rarely
Male,,1-2 hours a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Rarely
Male,,3-4 hours a day,Neutral,,Often,Sometimes,,,,,,,,,,,,,Never
Other,,3-4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Rarely
Female,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Often,Never,,,,,,,,,,,,,Always
Other,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Never,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Neutral,,Sometimes,Never,,,,,,,,,,,,,Always
Male,,1-2 hours a day,Happy and relaxed,,Often,Often,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Male,,3-4 hours a day,Neutral,,Often,Often,,,,,,,,,,,,,Often
Other,,Less than 1 hour a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Neutral,,Often,Never,,,,,,,,,,,,,Rarely
Female,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Never,,,,,,,,,,,,,Always
Female,,Less than 1 hour a day,Anxious or stressed,,Never,Sometimes,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Neutral,,Sometimes,Often,,,,,,,,,,,,,Often
Other,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,,,,,,,,,,,,,Never
Other,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,1-2 hours a day,Anxious or stressed,,Sometimes,Often,,,,,,,,,,,,,Always
Female,,More than 4 hours a day,Neutral,,Never,Never,,,,,,,,,,,,,Often
Male,,3-4 hours a day,Happy and relaxed,,Often,Sometimes,,,,,,,,,,,,,Sometimes
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Often
Female,,More than 4 hours a day,Happy and relaxed,,Never,Never,,,,,,,,,,,,,Always
Male,,Less than 1 hour a day,Depressed or sad,,Never,Never,,,,,,,,,,,,,Never
Other,,More than 4 hours a day,Depressed or sad,,Sometimes,Sometimes,,,,,,,,,,,,,Sometimes
Female,,More than 4 hours a day,Anxious or stressed,,Never,Never,,,,,,,,,,,,,Always
Female,,3-4 hours a day,Depressed or sad,,Often,Often,,,,,,,,,,,,,Always
Female,,1-2 hours a day,Anxious or stressed,,Often,Often,,,,,,,,,,,,,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Often,Never,,,,,,,,,,,,,Sometimes
Male,,More than 4 hours a day,Neutral,,Never,Often,,,,,,,,,,,,,Rarely
Other,,More than 4 hours a day,Happy and relaxed,,Never,Often,,,,,,,,,,,,,Always
